onset	duration	sample	event_code	cond_code	sub_block	trial	focus_modality
74.244	n/a	18562	6	2	12	123	visual
74.64	n/a	18661	5	2	12	124	visual
75.136	n/a	18785	5	2	12	125	visual
75.388	n/a	18848	2	2	13	125	visual
75.744	n/a	18937	5	2	13	126	visual
76.064	n/a	19017	3	2	13	127	visual
76.564	n/a	19142	4	2	13	128	visual
76.832	n/a	19209	201	2	13	128	visual
76.88	n/a	19221	6	2	13	129	visual
77.164	n/a	19292	5	2	13	130	visual
77.692	n/a	19424	6	2	13	131	visual
77.976	n/a	19495	4	2	13	132	visual
78.284	n/a	19572	201	2	13	132	visual
78.372	n/a	19594	6	2	13	133	visual
78.916	n/a	19730	5	2	13	134	visual
79.732	n/a	19934	6	2	13	135	visual
80.128	n/a	20033	6	2	13	136	visual
80.368	n/a	20093	1	2	14	136	visual
80.696	n/a	20175	5	2	14	137	visual
81.04	n/a	20261	4	2	14	138	visual
81.38	n/a	20346	201	2	14	138	visual
81.76	n/a	20441	5	2	14	139	visual
82.432	n/a	20609	6	2	14	140	visual
83.044	n/a	20762	5	2	14	141	visual
83.808	n/a	20953	6	2	14	142	visual
84.536	n/a	21135	4	2	14	143	visual
84.904	n/a	21227	201	2	14	143	visual
85.64	n/a	21411	5	2	14	144	visual
86.076	n/a	21520	6	2	14	145	visual
86.852	n/a	21714	5	2	14	146	visual
87.632	n/a	21909	2	2	15	146	visual
88.148	n/a	22038	5	2	15	147	visual
88.828	n/a	22208	6	2	15	148	visual
89.124	n/a	22282	4	2	15	149	visual
89.432	n/a	22359	201	2	15	149	visual
89.804	n/a	22452	6	2	15	150	visual
90.072	n/a	22519	6	2	15	151	visual
90.864	n/a	22717	1	2	16	151	visual
91.292	n/a	22824	5	2	16	152	visual
92.016	n/a	23005	5	2	16	153	visual
92.688	n/a	23173	4	2	16	154	visual
92.936	n/a	23235	6	2	16	155	visual
93.008	n/a	23253	201	2	16	155	visual
93.516	n/a	23380	5	2	16	156	visual
93.748	n/a	23438	6	2	16	157	visual
94.244	n/a	23562	5	2	16	158	visual
95.04	n/a	23761	5	2	16	159	visual
95.604	n/a	23902	4	2	16	160	visual
95.924	n/a	23982	201	2	16	160	visual
96.252	n/a	24064	6	2	16	161	visual
97.028	n/a	24258	6	2	16	162	visual
97.36	n/a	24341	6	2	16	163	visual
97.82	n/a	24456	5	2	16	164	visual
98.468	n/a	24618	2	2	17	164	visual
98.924	n/a	24732	5	2	17	165	visual
99.484	n/a	24872	4	2	17	166	visual
99.716	n/a	24930	6	2	17	167	visual
99.788	n/a	24948	201	2	17	167	visual
100.08	n/a	25021	6	2	17	168	visual
100.792	n/a	25199	4	2	17	169	visual
101.112	n/a	25279	201	2	17	169	visual
101.42	n/a	25356	6	2	17	170	visual
102.216	n/a	25555	1	2	18	170	visual
102.648	n/a	25663	6	2	18	171	visual
103.192	n/a	25799	5	2	18	172	visual
103.508	n/a	25878	3	2	18	173	visual
103.888	n/a	25973	5	2	18	174	visual
104.556	n/a	26140	5	2	18	175	visual
105.016	n/a	26255	6	2	18	176	visual
105.364	n/a	26342	5	2	18	177	visual
106.16	n/a	26541	5	2	18	178	visual
106.808	n/a	26703	2	2	19	178	visual
107.172	n/a	26794	6	2	19	179	visual
107.696	n/a	26925	3	2	19	180	visual
108.396	n/a	27100	6	2	19	181	visual
108.68	n/a	27171	6	2	19	182	visual
108.964	n/a	27242	5	2	19	183	visual
109.324	n/a	27332	6	2	19	184	visual
109.78	n/a	27446	5	2	19	185	visual
110.32	n/a	27581	6	2	19	186	visual
110.764	n/a	27692	5	2	19	187	visual
111.296	n/a	27825	3	2	19	188	visual
111.528	n/a	27883	6	2	19	189	visual
111.892	n/a	27974	5	2	19	190	visual
112.16	n/a	28041	6	2	19	191	visual
112.796	n/a	28200	1	2	20	191	visual
113.168	n/a	28293	6	2	20	192	visual
113.78	n/a	28446	3	2	20	193	visual
114.54	n/a	28636	5	2	20	194	visual
114.924	n/a	28732	5	2	20	195	visual
115.472	n/a	28869	5	2	20	196	visual
116.076	n/a	29020	3	2	20	197	visual
116.452	n/a	29114	6	2	20	198	visual
116.844	n/a	29212	5	2	20	199	visual
117.088	n/a	29273	5	2	20	200	visual
117.856	n/a	29465	2	2	21	200	visual
118.324	n/a	29582	6	2	21	201	visual
118.704	n/a	29677	4	2	21	202	visual
118.952	n/a	29739	6	2	21	203	visual
119.028	n/a	29758	201	2	21	203	visual
119.332	n/a	29834	6	2	21	204	visual
119.812	n/a	29954	5	2	21	205	visual
120.244	n/a	30062	6	2	21	206	visual
120.576	n/a	30145	6	2	21	207	visual
121.204	n/a	30302	3	2	21	208	visual
121.588	n/a	30398	6	2	21	209	visual
121.94	n/a	30486	1	2	22	209	visual
122.34	n/a	30586	5	2	22	210	visual
122.852	n/a	30714	5	2	22	211	visual
123.26	n/a	30816	6	2	22	212	visual
124.036	n/a	31010	5	2	22	213	visual
124.42	n/a	31106	6	2	22	214	visual
124.968	n/a	31243	4	2	22	215	visual
125.348	n/a	31338	201	2	22	215	visual
125.684	n/a	31422	5	2	22	216	visual
126.144	n/a	31537	6	2	22	217	visual
126.616	n/a	31655	5	2	22	218	visual
127.12	n/a	31781	6	2	22	219	visual
127.42	n/a	31856	5	2	22	220	visual
127.732	n/a	31934	2	2	23	220	visual
128.12	n/a	32031	5	2	23	221	visual
128.48	n/a	32121	6	2	23	222	visual
128.744	n/a	32187	6	2	23	223	visual
129.292	n/a	32324	6	2	23	224	visual
129.64	n/a	32411	4	2	23	225	visual
129.968	n/a	32493	201	2	23	225	visual
130.072	n/a	32519	5	2	23	226	visual
130.568	n/a	32643	6	2	23	227	visual
131.08	n/a	32771	4	2	23	228	visual
131.396	n/a	32850	6	2	23	229	visual
131.46	n/a	32866	201	2	23	229	visual
131.928	n/a	32983	6	2	23	230	visual
132.732	n/a	33184	1	2	24	230	visual
133.052	n/a	33264	5	2	24	231	visual
133.384	n/a	33347	4	2	24	232	visual
133.72	n/a	33431	201	2	24	232	visual
133.84	n/a	33461	5	2	24	233	visual
134.192	n/a	33549	3	2	24	234	visual
134.984	n/a	33747	5	2	24	235	visual
135.74	n/a	33936	6	2	24	236	visual
136.108	n/a	34028	5	2	24	237	visual
136.336	n/a	34085	6	2	24	238	visual
136.712	n/a	34179	5	2	24	239	visual
148.424	n/a	37107	1	1	25	239	auditory
148.86	n/a	37216	5	1	25	240	auditory
149.216	n/a	37305	5	1	25	241	auditory
149.832	n/a	37459	6	1	25	242	auditory
150.48	n/a	37621	6	1	25	243	auditory
151.072	n/a	37769	5	1	25	244	auditory
151.524	n/a	37882	6	1	25	245	auditory
151.84	n/a	37961	3	1	25	246	auditory
152.152	n/a	38039	5	1	25	247	auditory
152.348	n/a	38088	201	1	25	247	auditory
152.592	n/a	38149	5	1	25	248	auditory
152.948	n/a	38238	2	1	26	248	auditory
153.32	n/a	38331	5	1	26	249	auditory
153.676	n/a	38420	4	1	26	250	auditory
154.408	n/a	38603	6	1	26	251	auditory
154.62	n/a	38656	6	1	26	252	auditory
155.312	n/a	38829	5	1	26	253	auditory
155.584	n/a	38897	6	1	26	254	auditory
155.848	n/a	38963	6	1	26	255	auditory
156.444	n/a	39112	4	1	26	256	auditory
156.836	n/a	39210	5	1	26	257	auditory
157.172	n/a	39294	6	1	26	258	auditory
157.44	n/a	39361	6	1	26	259	auditory
157.68	n/a	39421	1	1	27	259	auditory
158.184	n/a	39547	6	1	27	260	auditory
158.656	n/a	39665	3	1	27	261	auditory
159.08	n/a	39771	5	1	27	262	auditory
159.44	n/a	39861	5	1	27	263	auditory
159.928	n/a	39983	5	1	27	264	auditory
160.176	n/a	40045	5	1	27	265	auditory
160.484	n/a	40122	3	1	27	266	auditory
160.812	n/a	40204	201	1	27	266	auditory
160.876	n/a	40220	5	1	27	267	auditory
161.516	n/a	40380	5	1	27	268	auditory
161.764	n/a	40442	2	1	28	268	auditory
162.128	n/a	40533	6	1	28	269	auditory
162.392	n/a	40599	6	1	28	270	auditory
162.74	n/a	40686	3	1	28	271	auditory
163.036	n/a	40760	201	1	28	271	auditory
163.452	n/a	40864	6	1	28	272	auditory
163.96	n/a	40991	5	1	28	273	auditory
164.248	n/a	41063	6	1	28	274	auditory
164.74	n/a	41186	5	1	28	275	auditory
165.408	n/a	41353	6	1	28	276	auditory
166.196	n/a	41550	1	1	29	276	auditory
166.66	n/a	41666	5	1	29	277	auditory
167.284	n/a	41822	5	1	29	278	auditory
167.928	n/a	41983	4	1	29	279	auditory
168.34	n/a	42086	6	1	29	280	auditory
168.928	n/a	42233	5	1	29	281	auditory
169.252	n/a	42314	6	1	29	282	auditory
169.672	n/a	42419	5	1	29	283	auditory
170.308	n/a	42578	5	1	29	284	auditory
170.86	n/a	42716	4	1	29	285	auditory
171.64	n/a	42911	6	1	29	286	auditory
172.284	n/a	43072	6	1	29	287	auditory
172.568	n/a	43143	6	1	29	288	auditory
173.064	n/a	43267	5	1	29	289	auditory
173.304	n/a	43327	2	1	30	289	auditory
173.704	n/a	43427	5	1	30	290	auditory
174.024	n/a	43507	4	1	30	291	auditory
174.292	n/a	43574	6	1	30	292	auditory
174.72	n/a	43681	6	1	30	293	auditory
175.12	n/a	43781	3	1	30	294	auditory
175.464	n/a	43867	201	1	30	294	auditory
175.6	n/a	43901	5	1	30	295	auditory
175.912	n/a	43979	5	1	30	296	auditory
176.692	n/a	44174	6	1	30	297	auditory
177.308	n/a	44328	4	1	30	298	auditory
177.952	n/a	44489	6	1	30	299	auditory
178.632	n/a	44659	4	1	30	300	auditory
178.848	n/a	44713	6	1	30	301	auditory
179.328	n/a	44833	6	1	30	302	auditory
179.6	n/a	44901	1	1	31	302	auditory
179.968	n/a	44993	5	1	31	303	auditory
180.304	n/a	45077	4	1	31	304	auditory
181.096	n/a	45275	5	1	31	305	auditory
181.796	n/a	45450	6	1	31	306	auditory
182.58	n/a	45646	5	1	31	307	auditory
183.356	n/a	45840	6	1	31	308	auditory
184.052	n/a	46014	4	1	31	309	auditory
184.372	n/a	46094	5	1	31	310	auditory
185.084	n/a	46272	5	1	31	311	auditory
185.708	n/a	46428	6	1	31	312	auditory
186.312	n/a	46579	5	1	31	313	auditory
187.016	n/a	46755	2	1	32	313	auditory
187.464	n/a	46867	6	1	32	314	auditory
187.764	n/a	46942	4	1	32	315	auditory
188.208	n/a	47053	6	1	32	316	auditory
188.712	n/a	47179	5	1	32	317	auditory
189.08	n/a	47271	3	1	32	318	auditory
189.404	n/a	47352	6	1	32	319	auditory
189.496	n/a	47375	201	1	32	319	auditory
189.784	n/a	47447	5	1	32	320	auditory
190.164	n/a	47542	6	1	32	321	auditory
190.58	n/a	47646	6	1	32	322	auditory
191.36	n/a	47841	1	1	33	322	auditory
191.772	n/a	47944	6	1	33	323	auditory
192.46	n/a	48116	3	1	33	324	auditory
192.952	n/a	48239	201	1	33	324	auditory
193.236	n/a	48310	5	1	33	325	auditory
193.644	n/a	48412	5	1	33	326	auditory
194.124	n/a	48532	5	1	33	327	auditory
194.624	n/a	48657	3	1	33	328	auditory
194.936	n/a	48735	6	1	33	329	auditory
194.956	n/a	48740	201	1	33	329	auditory
195.216	n/a	48805	5	1	33	330	auditory
195.436	n/a	48860	5	1	33	331	auditory
195.736	n/a	48935	2	1	34	331	auditory
196.164	n/a	49042	6	1	34	332	auditory
196.96	n/a	49241	4	1	34	333	auditory
197.644	n/a	49412	5	1	34	334	auditory
198.052	n/a	49514	6	1	34	335	auditory
198.564	n/a	49642	6	1	34	336	auditory
199.036	n/a	49760	5	1	34	337	auditory
199.28	n/a	49821	6	1	34	338	auditory
199.86	n/a	49966	6	1	34	339	auditory
200.516	n/a	50130	1	1	35	339	auditory
200.956	n/a	50240	5	1	35	340	auditory
201.332	n/a	50334	6	1	35	341	auditory
201.568	n/a	50393	5	1	35	342	auditory
201.832	n/a	50459	4	1	35	343	auditory
202.316	n/a	50580	5	1	35	344	auditory
202.7	n/a	50676	3	1	35	345	auditory
203.02	n/a	50756	201	1	35	345	auditory
203.376	n/a	50845	5	1	35	346	auditory
204.052	n/a	51014	6	1	35	347	auditory
204.432	n/a	51109	5	1	35	348	auditory
205.232	n/a	51309	2	1	36	348	auditory
205.6	n/a	51401	5	1	36	349	auditory
205.956	n/a	51490	6	1	36	350	auditory
206.304	n/a	51577	6	1	36	351	auditory
206.968	n/a	51743	6	1	36	352	auditory
207.26	n/a	51816	5	1	36	353	auditory
207.496	n/a	51875	4	1	36	354	auditory
207.764	n/a	51942	6	1	36	355	auditory
208.484	n/a	52122	5	1	36	356	auditory
208.824	n/a	52207	6	1	36	357	auditory
209.088	n/a	52273	4	1	36	358	auditory
209.816	n/a	52455	6	1	36	359	auditory
210.532	n/a	52634	5	1	36	360	auditory
211.08	n/a	52771	3	1	36	361	auditory
211.612	n/a	52904	201	1	36	361	auditory
211.788	n/a	52948	4	1	36	362	auditory
212.584	n/a	53147	5	1	36	363	auditory
212.864	n/a	53217	5	1	36	364	auditory
213.136	n/a	53285	1	1	37	364	auditory
213.632	n/a	53409	5	1	37	365	auditory
214.308	n/a	53578	3	1	37	366	auditory
214.788	n/a	53698	5	1	37	367	auditory
215.56	n/a	53891	5	1	37	368	auditory
215.944	n/a	53987	5	1	37	369	auditory
216.232	n/a	54059	5	1	37	370	auditory
216.552	n/a	54139	2	1	38	370	auditory
216.944	n/a	54237	6	1	38	371	auditory
217.28	n/a	54321	5	1	38	372	auditory
217.64	n/a	54411	3	1	38	373	auditory
218.084	n/a	54522	201	1	38	373	auditory
218.22	n/a	54556	6	1	38	374	auditory
218.616	n/a	54655	6	1	38	375	auditory
219.108	n/a	54778	3	1	38	376	auditory
219.636	n/a	54910	201	1	38	376	auditory
219.676	n/a	54920	6	1	38	377	auditory
220.156	n/a	55040	5	1	38	378	auditory
220.952	n/a	55239	5	1	38	379	auditory
221.268	n/a	55318	6	1	38	380	auditory
221.592	n/a	55399	1	1	39	380	auditory
222.096	n/a	55525	6	1	39	381	auditory
222.444	n/a	55612	3	1	39	382	auditory
222.752	n/a	55689	5	1	39	383	auditory
222.968	n/a	55743	201	1	39	383	auditory
223.38	n/a	55846	3	1	39	384	auditory
223.8	n/a	55951	5	1	39	385	auditory
224.052	n/a	56014	6	1	39	386	auditory
224.452	n/a	56114	5	1	39	387	auditory
224.712	n/a	56179	6	1	39	388	auditory
225.332	n/a	56334	5	1	39	389	auditory
225.756	n/a	56440	3	1	39	390	auditory
226.056	n/a	56515	4	1	39	391	auditory
226.476	n/a	56620	5	1	39	392	auditory
227.068	n/a	56768	6	1	39	393	auditory
227.316	n/a	56830	5	1	39	394	auditory
227.664	n/a	56917	2	1	40	394	auditory
228.084	n/a	57022	5	1	40	395	auditory
228.872	n/a	57219	6	1	40	396	auditory
229.236	n/a	57310	4	1	40	397	auditory
229.768	n/a	57443	6	1	40	398	auditory
230.532	n/a	57634	6	1	40	399	auditory
230.812	n/a	57704	5	1	40	400	auditory
231.424	n/a	57857	4	1	40	401	auditory
232.104	n/a	58027	6	1	40	402	auditory
232.616	n/a	58155	6	1	40	403	auditory
232.888	n/a	58223	5	1	40	404	auditory
233.264	n/a	58317	6	1	40	405	auditory
233.512	n/a	58379	5	1	40	406	auditory
234.136	n/a	58535	1	1	41	406	auditory
234.508	n/a	58628	6	1	41	407	auditory
235.028	n/a	58758	5	1	41	408	auditory
235.388	n/a	58848	3	1	41	409	auditory
235.608	n/a	58903	5	1	41	410	auditory
235.86	n/a	58966	201	1	41	410	auditory
236.28	n/a	59071	5	1	41	411	auditory
236.792	n/a	59199	6	1	41	412	auditory
237.004	n/a	59252	5	1	41	413	auditory
237.716	n/a	59430	5	1	41	414	auditory
238.436	n/a	59610	2	1	42	414	auditory
238.816	n/a	59705	6	1	42	415	auditory
239.048	n/a	59763	4	1	42	416	auditory
239.792	n/a	59949	6	1	42	417	auditory
240.244	n/a	60062	5	1	42	418	auditory
240.868	n/a	60218	5	1	42	419	auditory
241.448	n/a	60363	6	1	42	420	auditory
242.116	n/a	60530	3	1	42	421	auditory
242.48	n/a	60621	201	1	42	421	auditory
242.744	n/a	60687	6	1	42	422	auditory
243.444	n/a	60862	1	1	43	422	auditory
243.968	n/a	60993	6	1	43	423	auditory
244.228	n/a	61058	3	1	43	424	auditory
244.472	n/a	61119	5	1	43	425	auditory
244.812	n/a	61204	201	1	43	425	auditory
245.028	n/a	61258	6	1	43	426	auditory
245.312	n/a	61329	4	1	43	427	auditory
245.668	n/a	61418	5	1	43	428	auditory
246.404	n/a	61602	3	1	43	429	auditory
246.704	n/a	61677	6	1	43	430	auditory
246.928	n/a	61733	5	1	43	431	auditory
246.948	n/a	61738	201	1	43	431	auditory
247.292	n/a	61824	3	1	43	432	auditory
248.096	n/a	62025	6	1	43	433	auditory
248.468	n/a	62118	5	1	43	434	auditory
249.196	n/a	62300	2	1	44	434	auditory
249.624	n/a	62407	5	1	44	435	auditory
250.184	n/a	62547	6	1	44	436	auditory
250.78	n/a	62696	4	1	44	437	auditory
251.54	n/a	62886	6	1	44	438	auditory
252.172	n/a	63044	4	1	44	439	auditory
252.932	n/a	63234	6	1	44	440	auditory
253.596	n/a	63400	6	1	44	441	auditory
253.892	n/a	63474	5	1	44	442	auditory
254.224	n/a	63557	6	1	44	443	auditory
254.592	n/a	63649	6	1	44	444	auditory
254.932	n/a	63734	1	1	45	444	auditory
255.452	n/a	63864	6	1	45	445	auditory
255.732	n/a	63934	5	1	45	446	auditory
256.04	n/a	64011	3	1	45	447	auditory
256.352	n/a	64089	201	1	45	447	auditory
256.776	n/a	64195	5	1	45	448	auditory
257.38	n/a	64346	3	1	45	449	auditory
257.804	n/a	64452	6	1	45	450	auditory
258.32	n/a	64581	5	1	45	451	auditory
259.012	n/a	64754	5	1	45	452	auditory
259.616	n/a	64905	5	1	45	453	auditory
260.304	n/a	65077	2	1	46	453	auditory
260.736	n/a	65185	6	1	46	454	auditory
261.444	n/a	65362	3	1	46	455	auditory
261.86	n/a	65466	5	1	46	456	auditory
261.9	n/a	65476	201	1	46	456	auditory
262.328	n/a	65583	6	1	46	457	auditory
262.592	n/a	65649	6	1	46	458	auditory
263.328	n/a	65833	5	1	46	459	auditory
263.868	n/a	65968	6	1	46	460	auditory
264.22	n/a	66056	1	1	47	460	auditory
264.556	n/a	66140	5	1	47	461	auditory
265.088	n/a	66273	5	1	47	462	auditory
265.46	n/a	66366	6	1	47	463	auditory
266.124	n/a	66532	5	1	47	464	auditory
266.356	n/a	66590	6	1	47	465	auditory
266.784	n/a	66697	4	1	47	466	auditory
267.488	n/a	66873	5	1	47	467	auditory
267.98	n/a	66996	6	1	47	468	auditory
268.492	n/a	67124	5	1	47	469	auditory
269.072	n/a	67269	6	1	47	470	auditory
269.308	n/a	67328	5	1	47	471	auditory
269.996	n/a	67500	2	1	48	471	auditory
270.476	n/a	67620	5	1	48	472	auditory
270.78	n/a	67696	6	1	48	473	auditory
271.128	n/a	67783	4	1	48	474	auditory
271.724	n/a	67932	6	1	48	475	auditory
272.336	n/a	68085	6	1	48	476	auditory
272.636	n/a	68160	6	1	48	477	auditory
272.952	n/a	68239	6	1	48	478	auditory
273.416	n/a	68355	6	1	48	479	auditory
282.62	n/a	70656	202	3	48	479	n/a
290.276	n/a	72570	1	3	49	479	auditory
291.012	n/a	72754	11	3	49	480	auditory
291.256	n/a	72815	14	3	49	481	auditory
291.572	n/a	72894	11	3	49	482	auditory
291.816	n/a	72955	11	3	49	483	auditory
292.068	n/a	73018	11	3	49	484	auditory
292.544	n/a	73137	7	3	49	485	auditory
292.928	n/a	73233	201	3	49	485	auditory
293.304	n/a	73327	11	3	49	486	auditory
293.672	n/a	73419	2	3	50	486	visual
294.272	n/a	73569	12	3	50	487	visual
294.564	n/a	73642	9	3	50	488	visual
294.976	n/a	73745	13	3	50	489	visual
295.584	n/a	73897	12	3	50	490	visual
296.296	n/a	74075	8	3	50	491	visual
296.596	n/a	74150	201	3	50	491	visual
296.644	n/a	74162	12	3	50	492	visual
297.076	n/a	74270	13	3	50	493	visual
297.324	n/a	74332	12	3	50	494	visual
298.068	n/a	74518	12	3	50	495	visual
298.432	n/a	74609	1	3	51	495	auditory
298.964	n/a	74742	14	3	51	496	auditory
299.172	n/a	74794	11	3	51	497	auditory
299.68	n/a	74921	11	3	51	498	auditory
300.416	n/a	75105	7	3	51	499	auditory
300.684	n/a	75172	14	3	51	500	auditory
300.804	n/a	75202	201	3	51	500	auditory
301.368	n/a	75343	11	3	51	501	auditory
301.78	n/a	75446	10	3	51	502	auditory
302.492	n/a	75624	14	3	51	503	auditory
302.936	n/a	75735	11	3	51	504	auditory
303.272	n/a	75819	14	3	51	505	auditory
303.972	n/a	75994	2	3	52	505	visual
304.336	n/a	76085	13	3	52	506	visual
304.728	n/a	76183	12	3	52	507	visual
305.208	n/a	76303	12	3	52	508	visual
305.856	n/a	76465	13	3	52	509	visual
306.336	n/a	76585	8	3	52	510	visual
306.652	n/a	76664	201	3	52	510	visual
306.852	n/a	76714	12	3	52	511	visual
307.284	n/a	76822	13	3	52	512	visual
307.528	n/a	76883	12	3	52	513	visual
307.876	n/a	76970	1	3	53	513	auditory
308.264	n/a	77067	11	3	53	514	auditory
308.5	n/a	77126	7	3	53	515	auditory
308.876	n/a	77220	201	3	53	515	auditory
309.22	n/a	77306	14	3	53	516	auditory
